Key,Source,Context,Changes,English,French,German,Klingon,Spanish
mmEarsPosition,,Main Menu Character Creation,KgNone,EAR POSITION,EAR POSITION,LAGE DER OHREN,,POSICIÓN DE LAS OREJAS
mmEarsRotation,,Main Menu Character Creation,KgNone,EAR ROTATION,EAR ROTATION,STELLUNG DER OHREN,,ROTACIÓN DE LAS OREJAS
mmEarsSize,,Main Menu Character Creation,KgNone,EAR SIZE,EAR SIZE,GRÖSSE DER OHREN,,TAMAÑO DE LAS OREJAS
mmEyeColor,,Main Menu Character Creation,KgNone,EYE COLOR,EYE COLOR,AUGENFARBE,,COLOR DE OJOS
mmEyeRotation,,Main Menu Character Creation,KgNone,EYE ROTATION,EYE ROTATION,STELLUNG DER AUGEN,,ROTACIÓN DE LOS OJOS
mmEyeSize,,Main Menu Character Creation,KgNone,EYE SIZE,EYE SIZE,GRÖSSE DER AUGEN,,TAMAÑO DE LOS OJOS
mmFacialHair,,Main Menu Character Creation,KgNone,FACIAL HAIR,FACIAL HAIR,GESICHTSBEHAARUNG,,VELLO FACIAL
mmFeetSize,,Main Menu Character Creation,KgNone,FOOT SIZE,FOOT SIZE,GRÖSSE DER FÜSSE,,TAMAÑO DE LOS PIES
mmForearmLength,,Main Menu Character Creation,KgNone,FOREARM LENGTH,FOREARM LENGTH,LÄNGE DES UNTERARMS,,LONGITUD DEL ANTEBRAZO
mmForearmWidth,,Main Menu Character Creation,KgNone,FOREARM WIDTH,FOREARM WIDTH,DICKE DES UNTERARMS,,ANCHURA DEL ANTEBRAZO
mmForeheadPosition,,Main Menu Character Creation,KgNone,FOREHEAD POSITION,FOREHEAD POSITION,LAGE DER STIRN,,POSICIÓN DE LA FRENTE
mmForeheadSize,,Main Menu Character Creation,KgNone,FOREHEAD SIZE,FOREHEAD SIZE,GRÖSSE DER STIRN,,TAMAÑO DE LA FRENTE
mmGender,,Main Menu Character Creation,KgNone,GENDER,GENDER,GESCHLECHT,,SEXO
mmGluteusSize,,Main Menu Character Creation,KgNone,GLUTEUS SIZE,GLUTEUS SIZE,GRÖSSE DER GESÄSSMUSKELN,,TAMAÑO DE LOS GLÚTEOS
mmHairAfro,,Main Menu Character Creation,KgNone,AFRO,AFRO,AFRO-LOOK,,AFRO
mmHairColor,,Main Menu Character Creation,KgNone,HAIR COLOR,HAIR COLOR,HAARFARBE,,COLOR DE PELO
mmHairDreds,,Main Menu Character Creation,KgNone,DREADS,DREADS,DREADLOCKS,,RASTAS
mmHairShaggyHat,,Main Menu Character Creation,KgNone,SHAGGY HAT,SHAGGY HAT,ZOTTELHAARE MIT HUT,,SOMBRERO ENMARAÑADO
mmHandsSize,,Main Menu Character Creation,KgNone,HAND SIZE,HAND SIZE,GRÖSSE DER HÄNDE,,TAMAÑO DE LAS MANOS
mmHeadSize,,Main Menu Character Creation,KgNone,HEAD SIZE,HEAD SIZE,KOPFGRÖSSE (VERTIKAL),,TAMAÑO DE LA CABEZA
mmHeadWidth,,Main Menu Character Creation,KgNone,HEAD WIDTH,HEAD WIDTH,KOPFGRÖSSE (HORIZONTAL),,ANCHURA DE LA CABEZA
mmHeight,,Main Menu Character Creation,KgNone,HEIGHT,HEIGHT,KÖRPERGRÖSSE,,ESTATURA
mmJawsPosition,,Main Menu Character Creation,KgNone,JAW POSITION,JAW POSITION,LAGE DES OBERKIEFERS,,POSICIÓN DE LA MANDÍBULA
mmJawsSize,,Main Menu Character Creation,KgNone,JAW SIZE,JAW SIZE,GRÖSSE DES OBERKIEFERS,,TAMAÑO DE LA MANDÍBULA
mmLawmanMustache,,Main Menu Character Creation,KgNone,LAWMAN MUSTACHE,LAWMAN MUSTACHE,ZWIRBELBART,,BIGOTE DE POLICÍA
mmLblConfirmProfileDelete,,Main Menu Character Creation,KgNone,ARE YOU SURE YOU WANT TO DELETE THIS CHARACTER?,ARE YOU SURE YOU WANT TO DELETE THIS CHARACTER?,"BIST DU SICHER, DASS DU DIESEN CHARAKTER LÖSCHEN MÖCHTEST?",,¿SEGURO QUE QUIERES BORRAR ESTE PERSONAJE?
mmLblConfirmWorldDelete,,Main Menu Character Creation,KgNone,ARE YOU SURE YOU WANT TO DELETE THIS WORLD?,ARE YOU SURE YOU WANT TO DELETE THIS WORLD?,"BIST DU SICHER, DASS DU DIESE WELT LÖSCHEN MÖCHTEST?",,¿SEGURO QUE QUIERES BORRAR ESTE MUNDO?
mmLblDelete,,Main Menu Character Creation,KgNone,DELETE,DELETE,LÖSCHEN,,BORRAR
mmLblEdit,,Main Menu Character Creation,KgNone,EDIT,EDIT,BEARBEITEN,,EDITAR
mmLblEnterNamePopupText,,Main Menu Character Creation,KgNone,PLEASE ENTER A NAME FOR THIS CHARACTER,PLEASE ENTER A NAME FOR THIS CHARACTER,BITTE GIB EINEN NAMEN FÜR DIESEN CHARAKTER EIN,,INGRESA UN NOMBRE PARA ESTE PERSONAJE
mmLblEnterNamePopupTitle,,Main Menu Character Creation,KgNone,ENTER NAME,ENTER NAME,NAMEN EINGEBEN,,INGRESAR NOMBRE
mmLblFemale,,Main Menu Character Creation,KgNone,FEMALE,FEMALE,WEIBLICH,,MUJER
mmLblInvalidName,,Main Menu Character Creation,KgNone,INVALID NAME,INVALID NAME,UNZULÄSSIGER NAME,,NOMBRE INVÁLIDO
mmLblInvalidNameDesc,,Main Menu Character Creation,KgNone,NAME CANNOT BE EMPTY OR USE THE SAME NAME AS ANOTHER CHARACTER.,NAME CANNOT BE EMPTY OR USE THE SAME NAME AS ANOTHER CHARACTER.,NAME DARF NICHT LEER BLEIBEN ODER EIN BEREITS AN EINEN ANDEREN CHARAKTER VERGEBENER NAME SEIN,,EL NOMBRE NO PUEDE ESTAR VACÍO NI SER EL DE OTRO PERSONAJE.
mmLblMale,,Main Menu Character Creation,KgNone,MALE,MALE,MÄNNLICH,,HOMBRE
mmLblNoProfile,,Main Menu Character Creation,KgNone,YOU DO NOT HAVE ANY CHARACTER SELECTED. PLEASE CREATE AND/OR SELECT ONE.,YOU DO NOT HAVE ANY CHARACTER SELECTED. PLEASE CREATE AND/OR SELECT ONE.,DU HAST KEINEN CHARAKTER AUSGEWÄHLT. BITTE WÄHLE EINEN AUS ODER ERSTELLE EINEN.,,NO TIENES NINGÚN PERSONAJE SELECCIONADO. CREA O SELECCIONA UNO.
mmLblNotImple,,Main Menu Character Creation,KgNone,NOT IMPLEMENTED,NOT IMPLEMENTED,NICHT IMPLEMENTIERT,,SIN IMPLEMENTAR
mmLblOk,,Main Menu Character Creation,KgNone,OK,OK,OK,,ACEPTAR
mmLblProfileName,,Main Menu Character Creation,KgNone,CHARACTER NAME,CHARACTER NAME,CHARAKTERNAME,,NOMBRE DEL PERSONAJE
mmLegSeparation,,Main Menu Character Creation,KgNone,LEG SEPARATION,LEG SEPARATION,SCHRITT,,SEPARACIÓN DE LAS PIERNAS
mmLegsSize,,Main Menu Character Creation,KgNone,LEG SIZE,LEG SIZE,LÄNGE DER BEINE,,TAMAÑO DE LAS PIERNAS
mmLipsSize,,Main Menu Character Creation,KgNone,LIP SIZE,LIP SIZE,GRÖSSE DER LIPPEN,,TAMAÑO DE LOS LABIOS
mmLowCheekPosition,,Main Menu Character Creation,KgNone,LOWER CHEEK POSITION,LOWER CHEEK POSITION,HÖHE DER WANGE,,BAJAR POSICIÓN DE LAS MEJILLAS
mmLowCheekPronounced,,Main Menu Character Creation,KgNone,LOWER CHEEK PRONOUNCED,LOWER CHEEK PRONOUNCED,AUSPRÄGUNG DER WANGE,,REDUCIR PRONUNCIADO DE LAS MEJILLAS
mmLowerMuscle,,Main Menu Character Creation,KgNone,LOWER MUSCLE,LOWER MUSCLE,UNTERSCHENKELMUSKULATUR,,REDUCIR MÚSCULOS
mmLowerWeight,,Main Menu Character Creation,KgNone,LOWER WEIGHT,LOWER WEIGHT,UNTERSCHENKELGEWICHTUNG,,REDUCIR PESO
mmMandibleSize,,Main Menu Character Creation,KgNone,MANDIBLE SIZE,MANDIBLE SIZE,GRÖSSE DES UNTERKIEFERS,,TAMAÑO DE LA QUIJADA
mmMohawk,,Main Menu Character Creation,KgNone,MOHAWK,MOHAWK,IROKESENSCHNITT,,MOHAWK
mmMouthSize,,Main Menu Character Creation,KgNone,MOUTH SIZE,MOUTH SIZE,GRÖSSE DES MUNDES,,TAMAÑO DE LA BOCA
mmNeckThickness,,Main Menu Character Creation,KgNone,NECK,NECK,HALS,,CUELLO
mmNone,,Main Menu Character Creation,KgNone,NONE,NONE,KEINE,,NADA
mmNoseCurve,,Main Menu Character Creation,KgNone,NOSE CURVE,NOSE CURVE,WÖLBUNG DER NASE,,CURVATURA DE LA NARIZ
mmNoseFlatten,,Main Menu Character Creation,KgNone,NOSE FLATTEN,NOSE FLATTEN,VERLAUF DER NASE,,NARIZ APLANADA
mmNoseInclination,,Main Menu Character Creation,KgNone,NOSE INCLINATION,NOSE INCLINATION,NEIGUNG DER NASENSPITZE,,INCLINACIÓN DE LA NARIZ
mmNosePosition,,Main Menu Character Creation,KgNone,NOSE POSITION,NOSE POSITION,LAGE DER NASE,,POSICIÓN DE LA NARIZ
mmNosePronounced,,Main Menu Character Creation,KgNone,NOSE PRONOUNCED,NOSE PRONOUNCED,AUSPRÄGUNG DER NASE,,NARIZ PRONUNCIADA
mmNoseSize,,Main Menu Character Creation,KgNone,NOSE SIZE,NOSE SIZE,GRÖSSE DER NASE,,TAMAÑO DE LA NARIZ
mmNoseWidth,,Main Menu Character Creation,KgNone,NOSE WIDTH,NOSE WIDTH,BREITE DER NASE,,ANCHURA DE LA NARIZ
mmRegentMustache,,Main Menu Character Creation,KgNone,REGENT MUSTACHE,REGENT MUSTACHE,MAGNUM-SCHNURRBART,,BIGOTE DE PRÍNCIPE
mmShaggyBeard,,Main Menu Character Creation,KgNone,SHAGGY BEARD,SHAGGY BEARD,ZOTTELBART,,BARBA ENMARAÑADA
mmShaggyGoatee,,Main Menu Character Creation,KgNone,SHAGGY GOATEE,SHAGGY GOATEE,ZOTTELIGER SPITZBART,,CANDADO ENMARAÑADO
mmShaggyHair,,Main Menu Character Creation,KgNone,SHAGGY HAIR,SHAGGY HAIR,ZOTTELHAARE,,PELO ENMARAÑADO
mmSkinColor,,Main Menu Character Creation,KgNone,SKIN COLOR,SKIN COLOR,HAUTFARBE,,COLOR DE PIEL
mmSpaniardGoatee,,Main Menu Character Creation,KgNone,SPANIARD GOATEE,SPANIARD GOATEE,SPANISCHER SPITZBART,,CANDADO ESPAÑOL
mmTextName,,Main Menu Character Creation,KgNone,NAME,NAME,NAME,,NOMBRE
mmUpperMuscle,,Main Menu Character Creation,KgNone,UPPER MUSCLE,UPPER MUSCLE,OBERSCHENKELMUSKULATUR,,AUMENTAR MÚSCULOS
mmUpperWeight,,Main Menu Character Creation,KgNone,UPPER WEIGHT,UPPER WEIGHT,OBERSCHENKELGEWICHTUNG,,AUMENTAR PESO
mmWaist,,Main Menu Character Creation,KgNone,WAIST,WAIST,TAILLE,,CINTURA
mmHours,,Main Menu Continue Game Daylight Length Description,KgNone,{0} Hours,{0} Hours,{0} Stunden,,{0} horas
mmDLCinstalled,,Main Menu DLC Popup,KgNone,New Content has been installed. Would you like to return to the title screen to enable its use?,New Content has been installed. Would you like to return to the title screen to enable its use?,"Es wurden neue Inhalte installiert. Möchtest du zum Titelbildschirm zurückkehren, um deren Verwendung zu ermöglichen?",,Se ha instalado contenido nuevo. ¿Quieres volver a la pantalla de inicio para activarlo?
mmDLCTitle,,Main Menu DLC Popup,KgNone,New Content,New Content,Neue Inhalte,,Contenido nuevo
mmGoAirDropFrequency,,Main Menu Game Options,KgNone,AIR DROPS,AIR DROPS,ABWURF AUS DER LUFT,,SUMINISTROS AÉREOS
mmGoAirDropValue,,Main Menu Game Options,KgNone,EVERY {0} DAY(S),EVERY {0} DAY(S),ALLE {0} TAG(E),,CADA {0} DÍA(S)
mmGoAirDropValues,,Main Menu Game Options,KgNone,EVERY {0} DAY(S),EVERY {0} DAY(S),ALLE {0} TAG(E),,CADA {0} DÍA(S)
mmGoAll,,Main Menu Game Options,KgNone,EVERYTHING,EVERYTHING,ALLES,,TODO
mmGoBackpack,,Main Menu Game Options,KgNone,BACKPACK ONLY,BACKPACK ONLY,NUR RUCKSACK,,SOLO MOCHILA
mmGoBlockDurability,,Main Menu Game Options,KgNone,BLOCK DURABILITY,BLOCK DURABILITY,HALTBARKEIT DER BLÖCKE,,DURABILIDAD DE BLOQUES
mmGoBlockDurabilityValue,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoBlockDurabilityValues,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoBuildCreate,,Main Menu Game Options,KgNone,CHEAT MODE,CHEAT MODE,CHEAT-MODUS,,MODO CON TRUCOS
mmGoCategoryAdvancedOptions,,Main Menu Game Options,KgNone,MODDED OPTIONS,MODDED OPTIONS,MODIFIZIERTE OPTIONEN,,OPCIONES MODIFICADAS
mmGoCategoryGameOptions,,Main Menu Game Options,KgNone,STANDARD OPTIONS,STANDARD OPTIONS,STANDARD-OPTIONEN,,OPCIONES ESTÁNDAR
mmGoCategoryMultiplayer,,Main Menu Game Options,KgNone,MULTIPLAYER,MULTIPLAYER,MEHRSPIELER,,MULTIJUGADOR
mmGoCraftTimer,,Main Menu Game Options,KgNone,CRAFT TIMER,CRAFT TIMER,FERTIGUNGS-TIMER,,CRONÓMETRO DE FABRICACIÓN
mmGoDay,,Main Menu Game Options,KgNone,{0} DAY,{0} DAY,{0} TAG,,{0} DÍA
mmGoDayCount,,Main Menu Game Options,KgNone,MATCH LENGTH:,MATCH LENGTH:,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoDayCountDesc,,Main Menu Game Options,KgNone,NUMBER OF DAYS PER MATCH.,NUMBER OF DAYS PER MATCH.,ANZAHL DER TAGE PRO MATCH.,,CANTIDAD DE DÍAS POR PARTIDA.
mmGoDayLength,,Main Menu Game Options,KgNone,24 HOUR CYCLE,24 HOUR CYCLE,24-STUNDEN-ZYKLUS,,CICLOS DE 24 HORAS
mmGoDayLightLength,,Main Menu Game Options,KgNone,DAYLIGHT LENGTH,DAYLIGHT LENGTH,DAUER DES TAGESLICHTS,,DURACIÓN DE LA LUZ DIURNA
mmGoDayLightLengthValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDayLightLengthValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDays,,Main Menu Game Options,KgNone,{0} DAYS,{0} DAYS,{0} TAGE,,{0} DÍAS
mmGoDeleteAll,,Main Menu Game Options,KgNone,DELETE ALL,DELETE ALL,ALLES LÖSCHEN,,BORRAR TODO
mmGoDifficulty,,Main Menu Game Options,KgNone,DIFFICULTY SETTINGS,DIFFICULTY SETTINGS,EINSTELLUNG DES SCHWIERIGKEITSGRADS,,OPCIONES DE DIFICULTAD
mmGoDifficulty1,,Main Menu Game Options,KgNone,SCAVENGER,SCAVENGER,PLÜNDERER,,CARROÑERO
mmGoDifficulty2,,Main Menu Game Options,KgNone,ADVENTURER,ADVENTURER,ABENTEURER,,AVENTURERO
mmGoDifficulty3,,Main Menu Game Options,KgNone,NOMAD,NOMAD,NOMADE,,NÓMADA
mmGoDifficulty4,,Main Menu Game Options,KgNone,WARRIOR,WARRIOR,KRIEGER,,GUERRERO
mmGoDifficulty5,,Main Menu Game Options,KgNone,SURVIVALIST,SURVIVALIST,ÜBERLEBENSKÜNSTLER,,SOBREVIVIENTE
mmGoDifficulty6,,Main Menu Game Options,KgNone,INSANE,INSANE,IRRER,,DEMENTE
mmGoDisabled,,Main Menu Game Options,KgNone,DISABLED,DISABLED,DEAKTIVIERT,,DESHABILITADO
mmGoDropOnDeath,,Main Menu Game Options,KgNone,DROP ON DEATH,DROP ON DEATH,FALLENLASSEN BEI TOD,,SOLTAR AL MORIR
mmGoDropOnQuit,,Main Menu Game Options,KgNone,DROP ON QUIT,DROP ON QUIT,FALLENLASSEN BEI VERLASSEN DES SPIELS,,SOLTAR AL SALIR
mmGoEnemyDifficulty,,Main Menu Game Options,KgNone,ENEMY AGGRESSION,ENEMY AGGRESSION,GEGNERISCHE AGGRESSIVITÄT,,AGRESIÓN ENEMIGA
mmGoEnemyDifficultyFeral,,Main Menu Game Options,KgNone,FERAL,FERAL,WILD,,SALVAJE
mmGoEnemyDifficultyNormal,,Main Menu Game Options,KgNone,NORMAL,NORMAL,NORMAL,,NORMAL
mmGoEnemySenseMemory,,Main Menu Game Options,KgNone,ENEMY MEMORY,ENEMY MEMORY,GEDÄCHTNIS DER GEGNER,,MEMORIA ENEMIGA
mmGoEnemySpawn,,Main Menu Game Options,KgNone,ENEMY SPAWNING:,ENEMY SPAWNING:,ERSCHEINEN DER GEGNER:,,APARICIÓN DE ENEMIGOS:
mmGoEnemySpawnMode,,Main Menu Game Options,KgNone,ENEMY SPAWNING,ENEMY SPAWNING,ERSCHEINEN DER GEGNER,,APARICIÓN DE ENEMIGOS
mmGoFast,,Main Menu Game Options,KgNone,FAST,FAST,SCHNELL,,RÁPIDO
mmGoFrag,,Main Menu Game Options,KgNone,{0} FRAG,{0} FRAG,{0} FRAG,,{0} BAJA
mmGoFragLimit,,Main Menu Game Options,KgNone,FRAG LIMIT:,FRAG LIMIT:,FRAG-LIMIT:,,LÍMITE DE BAJAS:
mmGoFrags,,Main Menu Game Options,KgNone,{0} FRAGS,{0} FRAGS,{0} FRAGS,,{0} BAJAS
mmGoFriendlyFire,,Main Menu Game Options,KgNone,FRIENDLY FIRE,FRIENDLY FIRE,EIGENBESCHUSS,,FUEGO AMISTOSO
mmGoGameMode,,Main Menu Game Options,KgNone,GAME MODE,GAME MODE,SPIELMODUS,,MODO DE JUEGO
mmGoGameName,,Main Menu Game Options,KgNone,GAME NAME,GAME NAME,SPIELNAME,,NOMBRE DE LA PARTIDA
mmGoGameWorld,,Main Menu Game Options,KgNone,GAME WORLD,GAME WORLD,SPIELWELT,,MUNDO DE LA PARTIDA
mmGoHigh,,Main Menu Game Options,KgNone,HIGH,HIGH,HOCH,,ALTO
mmGoHighQuality,,Main Menu Game Options,KgNone,HIGH QUALITY,HIGH QUALITY,HOHE QUALITÄT,,MUY ALTO
mmGoInfinite,,Main Menu Game Options,KgNone,INFINITE,INFINITE,UNENDLICH,,INFINITO
mmGoLandClaimDeadZone,,Main Menu Game Options,KgNone,CLAIM DEADZONE,CLAIM DEADZONE,TODESZONE DES GEBIETS,,RECLAMAR ZONA MUERTA
mmGoLandClaimDeadZoneValue,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimDeadZoneValues,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimDecayMode,,Main Menu Game Options,KgNone,CLAIM DECAY MODE,CLAIM DECAY MODE,VERFALL DES GEBIETS,,MODO DECLIVE DE RECLAMADOS
mmGoLandClaimDecayModeFast,,Main Menu Game Options,KgNone,FAST,FAST,SCHNELL,,RÁPIDO
mmGoLandClaimDecayModeNone,,Main Menu Game Options,KgNone,NONE,NONE,KEINE,,NADA
mmGoLandClaimDecayModeSlow,,Main Menu Game Options,KgNone,SLOW,SLOW,LANGSAM,,LENTO
mmGoLandClaimDecayModeValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimDecayModeValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimExpiryTime,,Main Menu Game Options,KgNone,CLAIM DURATION,CLAIM DURATION,GEBIETSSCHUTZDAUER,,DURACIÓN DE RECLAMADOS
mmGoLandClaimExpiryTimeValue,,Main Menu Game Options,KgNone,{0} DAYS.,{0} DAYS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimExpiryTimeValues,,Main Menu Game Options,KgNone,{0} DAYS.,{0} DAYS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimOfflineDurabilityModifier,,Main Menu Game Options,KgNone,CLAIM HEALTH OFFLINE,CLAIM HEALTH OFFLINE,HÄRTE-MODIFIKATOR DES GEBIETS – OFFLINE,,SALUD DE RECLAMADOS DESACTIVADA
mmGoLandClaimOfflineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimOfflineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifier,,Main Menu Game Options,KgNone,CLAIM HEALTH ONLINE,CLAIM HEALTH ONLINE,HÄRTE-MODIFIKATOR DES GEBIETS – ONLINE,,SALUD DE RECLAMADOS ACTIVADA
mmGoLandClaimOnlineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}X,{0}X,,x{0}
mmGoLandClaimSize,,Main Menu Game Options,KgNone,CLAIM SIZE,CLAIM SIZE,GRÖSSE DES GESICHERTEN GEBIETS,,TAMAÑO DEL TERRITORIO
mmGoLandClaimSizeValue,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimSizeValues,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLootAbundance,,Main Menu Game Options,KgNone,LOOT ABUNDANCE,LOOT ABUNDANCE,BEUTEMENGE,,ABUNDANCIA DE BOTÍN
mmGoLootAbundanceValue,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoLootAbundanceValues,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoLootRespawnDays,,Main Menu Game Options,KgNone,LOOT RESPAWN TIME,LOOT RESPAWN TIME,ZEIT BIS ZUM WIEDERERSCHEINEN VON BEUTE,,TIEMPO DE REAPARICIÓN DEL BOTÍN
mmGoLootRespawnDaysValue,,Main Menu Game Options,KgNone,{0} DAY,{0} DAY,{0} TAG,,{0} DÍA
mmGoLootRespawnDaysValues,,Main Menu Game Options,KgNone,{0} DAYS,{0} DAYS,{0} TAGE,,{0} DÍAS
mmGoLootTimer,,Main Menu Game Options,KgNone,LOOT TIMER,LOOT TIMER,BEUTE-TIMER,,CRONÓMETRO DEL BOTÍN
mmGoLow,,Main Menu Game Options,KgNone,LOW,LOW,NIEDRIG,,BAJO
mmGoMarkAirDrops,,Main Menu Game Options,KgNone,MARK AIR DROPS,MARK AIR DROPS,ABWÜRFE AUS DER LUFT MARKIEREN,,SEÑALAR SUMINISTROS AÉREOS
mmGoMatchLength,,Main Menu Game Options,KgNone,MATCH LENGTH:,MATCH LENGTH:,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoMaxPlayers,,Main Menu Game Options,KgNone,MAX PLAYERS:,MAX PLAYERS:,MAXIMALE SPIELERANZAHL:,,JUGADORES MÁXIMOS:
mmGoMedium,,Main Menu Game Options,KgNone,MEDIUM,MEDIUM,MITTEL,,MEDIO
mmGoMinute,,Main Menu Game Options,KgNone,{0} MINUTE,{0} MINUTE,{0} MINUTE,,{0} MINUTO
mmGoMinutes,,Main Menu Game Options,KgNone,{0} MINUTES,{0} MINUTES,{0} MINUTEN,,{0} MINUTOS
mmGoNightPercentage,,Main Menu Game Options,KgNone,PERC. OF NIGHT,PERC. OF NIGHT,PROZENT NACHT,,PORCENTAJE NOCTURNO
mmGoNightPercentageValue,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoNightPercentageValues,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoNone,,Main Menu Game Options,KgNone,NOTHING,NOTHING,NICHTS,,NADA
mmGoNormal,,Main Menu Game Options,KgNone,NORMAL,NORMAL,NORMAL,,NORMAL
mmGoNoTimer,,Main Menu Game Options,KgNone,NONE,NONE,KEINE,,NADA
mmGoOff,,Main Menu Game Options,KgNone,OFF,OFF,AUS,,DESACTIVADO
mmGoOn,,Main Menu Game Options,KgNone,ON,ON,AN,,ACTIVADO
mmGoPassword,,Main Menu Game Options,KgNone,GAME PASSWORD,GAME PASSWORD,SPIELPASSWORT,,CONTRASEÑA DE LA PARTIDA
mmGoPersistentCharacters,,Main Menu Game Options,KgNone,PERSISTENT CHARACTERS,PERSISTENT CHARACTERS,BLEIBENDE CHARAKTERE,,JUGADORES CONSTANTES
mmGoPlayer,,Main Menu Game Options,KgNone,{0} PLAYER,{0} PLAYER,{0} SPIELER,,{0} JUGADOR
mmGoPlayerDamageGiven,,Main Menu Game Options,KgNone,DAMAGE GIVEN,DAMAGE GIVEN,ZUGEFÜGTER SCHADEN,,DAÑO PRODUCIDO
mmGoPlayerDamageRecieved,,Main Menu Game Options,KgNone,DAMAGE RECEIVED,DAMAGE RECEIVED,ERLITTENER SCHADEN,,DAÑO RECIBIDO
mmGoPlayers,,Main Menu Game Options,KgNone,{0} PLAYERS,{0} PLAYERS,{0} SPIELER,,{0} JUGADORES
mmGoPort,,Main Menu Game Options,KgNone,GAME PORT:,GAME PORT:,SPIEL-PORT:,,PUERTO DE LA PARTIDA:
mmGoPublic,,Main Menu Game Options,KgNone,PUBLIC/PRIVATE,PUBLIC/PRIVATE,ÖFFENTLICH/PRIVAT,,PÚBLICA/PRIVADA
mmGoPublicOff,,Main Menu Game Options,KgNone,PRIVATE GAME,PRIVATE GAME,PRIVATES SPIEL,,PARTIDA PRIVADA
mmGoPublicOn,,Main Menu Game Options,KgNone,PUBLIC GAME,PUBLIC GAME,ÖFFENTLICHES SPIEL,,PARTIDA PÚBLICA
mmGoRebuildMap,,Main Menu Game Options,KgNone,REBUILD MAP:,REBUILD MAP:,KARTE NEU AUFBAUEN:,,RECONSTRUIR MAPA:
mmGoRebuildMap1,,Main Menu Game Options,KgNone,NEVER,NEVER,NIE,,NUNCA
mmGoRebuildMap2,,Main Menu Game Options,KgNone,END OF MATCH,END OF MATCH,ENDE DES MATCHES,,FIN DE LA PARTIDA
mmGoRebuildMap3,,Main Menu Game Options,KgNone,HOURLY,HOURLY,STÜNDLICH,,CADA HORA
mmGoRebuildMap4,,Main Menu Game Options,KgNone,DAILY,DAILY,TÄGLICH,,DIARIAMENTE
mmGoSecond,,Main Menu Game Options,KgNone,{0} SECOND,{0} SECOND,{0} SEKUNDE,,{0} SEGUNDO
mmGoSeconds,,Main Menu Game Options,KgNone,{0} SECONDS,{0} SECONDS,{0} SEKUNDEN,,{0} SEGUNDOS
mmGoShowPlayersOnMap,,Main Menu Game Options,KgNone,SHOW FRIEND ICONS:,SHOW FRIEND ICONS:,SYMBOLE DER FREUNDE ZEIGEN:,,MOSTRAR ICONOS DE AMIGOS:
mmGoToolbelt,,Main Menu Game Options,KgNone,TOOLBELT ONLY,TOOLBELT ONLY,NUR WERKZEUGGÜRTEL,,SOLO CINTURÓN
mmGoUnlimited,,Main Menu Game Options,KgNone,UNLIMITED,UNLIMITED,UNBEGRENZT,,ILIMITADO
mmGoVeryHigh,,Main Menu Game Options,KgNone,VERY HIGH,VERY HIGH,SEHR HOCH,,MUY ALTO
mmGoVeryLow,,Main Menu Game Options,KgNone,VERY LOW,VERY LOW,SEHR NIEDRIG,,MUY BAJO
mmGoZombiePlayers,,Main Menu Game Options,KgNone,ZOMBIE PLAYERS:,ZOMBIE PLAYERS:,ZOMBIE-SPIELER:,,JUGADORES ZOMBI:
mmGoZombiesRun,,Main Menu Game Options,KgNone,ZOMBIES RUN,ZOMBIES RUN,ZOMBIES LAUFEN,,CARRERA ZOMBI
